drug1,drug2,similarity
DB00361,DB00694,0.388
DB00619,DB00694,0.555
DB01059,DB00694,0.201
DB01204,DB00694,0.966
DB01177,DB00694,0.898
DB01248,DB00694,0.582
DB00390,DB00694,0.284
DB01136,DB00694,0.195
DB00276,DB00694,0.782
DB00242,DB00694,0.388
DB01182,DB00694,0.154
DB00759,DB01151,0.163
DB00831,DB01151,0.284
DB00564,DB01151,0.546
DB00624,DB01151,0.15
DB00203,DB01151,0.193
DB00740,DB01151,0.23
DB00206,DB01151,0.845
DB00571,DB01151,0.702
DB03322,DB01151,0.702
DB01069,DB01151,0.395
DB00396,DB01151,0.203
DB00457,DB01151,0.702
DB01174,DB01151,0.21
DB01092,DB01151,0.353
DB01183,DB01151,0.325
DB00295,DB01151,0.601
DB00683,DB01151,0.301
DB00836,DB01151,0.151
DB00555,DB01151,0.442
DB01026,DB01151,0.203
DB01221,DB01151,0.299
DB00328,DB01151,0.208
DB00281,DB01151,0.431
DB01050,DB01151,0.153
DB00741,DB01151,0.446
DB00502,DB01151,0.813
DB00472,DB01151,0.975
DB00313,DB01151,0.33
DB01075,DB01151,0.341
DB00343,DB01151,0.151
DB00255,DB01151,0.216
DB00829,DB01151,0.556
DB00182,DB01151,0.907
DB00470,DB01151,0.156
DB00907,DB01151,0.955
DB00363,DB01151,0.559
DB00575,DB01151,0.795
DB00501,DB01151,0.23
DB00477,DB01151,0.739
DB01114,DB01151,0.196
DB00608,DB01151,0.237
DB00661,DB01151,0.258
DB00201,DB01151,0.379
DB01435,DB01151,0.225
DB00277,DB01151,0.306
DB00252,DB01151,0.426
DB00468,DB01151,0.299
DB00908,DB01151,0.299
DB00368,DB01151,0.955
DB00184,DB01151,0.363
DB01065,DB01151,0.356
DB00451,DB01151,0.273
DB00668,DB01151,0.64
DB01235,DB01151,0.53
DB00988,DB01151,0.854
DB00783,DB01151,0.241
DB00122,DB01151,0.22
DB00640,DB01151,0.299
DB03128,DB01151,0.413
DB01037,DB01151,0.525
DB00715,DB01151,0.942
DB00264,DB01151,0.261
DB00333,DB01151,0.627
DB01043,DB01151,0.231
DB00458,DB01151,0.998
DB00623,DB01151,0.323
DB00320,DB01151,0.15
DB00390,DB01151,0.318
DB00921,DB01151,0.509
DB00321,DB01151,0.953
DB00915,DB01151,0.597
DB00382,DB01151,0.315
DB01577,DB01151,0.384
DB00802,DB01151,0.21
DB00285,DB01151,0.845
DB01104,DB01151,0.936
DB00734,DB01151,0.57
DB01182,DB01151,0.21
DB01035,DB01151,0.9
DB00334,DB01151,0.478
DB00704,DB01151,0.387
DB00690,DB01151,0.172
DB01184,DB01151,0.4
DB00514,DB01151,0.329
DB01242,DB01151,0.982
DB00215,DB01151,0.848
DB01175,DB01151,0.848
DB00490,DB01151,0.594
DB01224,DB01151,0.326
DB00968,DB01151,0.17
DB01200,DB01151,0.641
DB00656,DB01151,0.824
DB01142,DB01151,0.887
DB00342,DB01151,0.151
DB00176,DB01151,0.879
DB01100,DB01151,0.544
DB00726,DB01151,0.794
DB01149,DB01151,0.505
DB00934,DB01151,0.903
DB00637,DB01151,0.152
DB00344,DB01151,0.891
DB00759,DB01167,0.155
DB01165,DB01167,0.537
DB00199,DB01167,0.464
DB00537,DB01167,0.513
DB01212,DB01167,0.216
DB01327,DB01167,0.201
DB00564,DB01167,0.376
DB00316,DB01167,0.153
DB00446,DB01167,0.264
DB00254,DB01167,0.21
DB00641,DB01167,0.388
DB00541,DB01167,0.258
DB00523,DB01167,0.194
DB00755,DB01167,0.194
DB01124,DB01167,0.151
DB00203,DB01167,0.165
DB00877,DB01167,0.32
DB00863,DB01167,0.206
DB00635,DB01167,0.388
DB00860,DB01167,0.388
DB00175,DB01167,0.274
DB01174,DB01167,0.258
DB01229,DB01167,0.222
DB00471,DB01167,0.172
DB00683,DB01167,0.353
DB01110,DB01167,0.905
DB00959,DB01167,0.323
DB00563,DB01167,0.273
DB00227,DB01167,0.356
DB01026,DB01167,0.957
DB01050,DB01167,0.151
DB00741,DB01167,0.169
DB01241,DB01167,0.462
DB00695,DB01167,0.27
DB00472,DB01167,0.479
DB00544,DB01167,0.152
DB00343,DB01167,0.458
DB00586,DB01167,0.155
DB00257,DB01167,0.876
DB00758,DB01167,0.339
DB00501,DB01167,0.594
DB00439,DB01167,0.299
DB00482,DB01167,0.151
DB00661,DB01167,0.43
DB00201,DB01167,0.313
DB00945,DB01167,0.195
DB00277,DB01167,0.173
DB00437,DB01167,0.4
DB00252,DB01167,0.39
DB00445,DB01167,0.153
DB00997,DB01167,0.153
DB00788,DB01167,0.151
DB00468,DB01167,0.482
DB00908,DB01167,0.482
DB00987,DB01167,0.176
DB00602,DB01167,0.422
DB01045,DB01167,0.563
DB01098,DB01167,0.209
DB01388,DB01167,0.344
DB01211,DB01167,0.775
DB00495,DB01167,0.209
DB00440,DB01167,0.481
DB00619,DB01167,0.151
DB00715,DB01167,0.406
DB01059,DB01167,0.374
DB00333,DB01167,0.151
DB01095,DB01167,0.291
DB00927,DB01167,0.429
DB00390,DB01167,0.516
DB01118,DB01167,0.641
DB00518,DB01167,0.218
DB01182,DB01167,0.151
DB00490,DB01167,0.155
DB00342,DB01167,0.413
DB00643,DB01167,0.15
DB00455,DB01167,0.174
DB00176,DB01167,0.731
DB01149,DB01167,0.359
DB00637,DB01167,0.344
DB00759,DB00358,0.41
DB00199,DB00358,0.151
DB00316,DB00358,0.271
DB00254,DB00358,0.746
DB01032,DB00358,0.208
DB01026,DB00358,0.208
DB00158,DB00358,0.45
DB01114,DB00358,0.179
DB00608,DB00358,0.963
DB00661,DB00358,0.37
DB00468,DB00358,0.949
DB00908,DB00358,0.949
DB01103,DB00358,0.667
DB00640,DB00358,0.15
DB00602,DB00358,0.209
DB01045,DB00358,0.255
DB00440,DB00358,0.378
DB01204,DB00358,0.193
DB00518,DB00358,0.179
DB00643,DB00358,0.23
DB00759,DB00371,0.177
DB00564,DB00371,0.219
DB00316,DB00371,0.176
DB00446,DB00371,0.17
DB00254,DB00371,0.15
DB00206,DB00371,0.194
DB01069,DB00371,0.155
DB01174,DB00371,0.44
DB00295,DB00371,0.23
DB00683,DB00371,0.191
DB01075,DB00371,0.295
DB00829,DB00371,0.615
DB00182,DB00371,0.286
DB00477,DB00371,0.388
DB00201,DB00371,0.154
DB00945,DB00371,0.204
DB00252,DB00371,0.21
DB00468,DB00371,0.428
DB00908,DB00371,0.428
DB00134,DB00371,0.266
DB03128,DB00371,0.328
DB00333,DB00371,0.29
DB00458,DB00371,0.233
DB00321,DB00371,0.173
DB03783,DB00371,0.176
DB01595,DB00371,0.392
DB00690,DB00371,0.348
DB00490,DB00371,0.296
DB01337,DB00371,0.226
DB00656,DB00371,0.169
DB01142,DB00371,0.158
DB00176,DB00371,0.169
DB01580,DB00371,0.169
DB00759,DB00834,0.317
DB00254,DB00834,0.297
DB01645,DB00834,0.177
DB00412,DB00834,0.216
DB00523,DB00834,0.349
DB00755,DB00834,0.349
DB00624,DB00834,0.542
DB00675,DB00834,0.757
DB00428,DB00834,0.269
DB00421,DB00834,0.713
DB00877,DB00834,0.264
DB00571,DB00834,0.259
DB03322,DB00834,0.259
DB00396,DB00834,0.977
DB00635,DB00834,0.15
DB00860,DB00834,0.435
DB01132,DB00834,0.155
DB01183,DB00834,0.305
DB00295,DB00834,0.291
DB01011,DB00834,0.775
DB00959,DB00834,0.381
DB00563,DB00834,0.667
DB01026,DB00834,0.457
DB01221,DB00834,0.154
DB00328,DB00834,0.312
DB00741,DB00834,0.922
DB00472,DB00834,0.292
DB00313,DB00834,0.184
DB00343,DB00834,0.18
DB00255,DB00834,0.895
DB00829,DB00834,0.222
DB00182,DB00834,0.273
DB00443,DB00834,0.373
DB01234,DB00834,0.373
DB00907,DB00834,0.338
DB00257,DB00834,0.158
DB00661,DB00834,0.27
DB00445,DB00834,0.216
DB00997,DB00834,0.216
DB00368,DB00834,0.364
DB00184,DB00834,0.225
DB00451,DB00834,0.213
DB00668,DB00834,0.21
DB01235,DB00834,0.197
DB00655,DB00834,0.435
DB00988,DB00834,0.421
DB00783,DB00834,0.872
DB03128,DB00834,0.241
DB00917,DB00834,0.498
DB01045,DB00834,0.155
DB04557,DB00834,0.325
DB03783,DB00834,0.188
DB01200,DB00834,0.217
DB00656,DB00834,0.169
DB00977,DB00834,0.478
DB00882,DB00834,0.17
DB00759,DB01032,0.293
DB01165,DB01032,0.489
DB00537,DB01032,0.209
DB01212,DB01032,0.31
DB01327,DB01032,0.257
DB00316,DB01032,0.175
DB00254,DB01032,0.434
DB00554,DB01032,0.151
DB01645,DB01032,0.153
DB00594,DB01032,0.239
DB00541,DB01032,0.275
DB00523,DB01032,0.274
DB00755,DB01032,0.274
DB01138,DB01032,0.908
DB00206,DB01032,0.307
DB00863,DB01032,0.355
DB00812,DB01032,0.643
DB01174,DB01032,0.479
DB01092,DB01032,0.444
DB00295,DB01032,0.179
DB00563,DB01032,0.632
DB00678,DB01032,0.316
DB01009,DB01032,0.234
DB01026,DB01032,0.151
DB00328,DB01032,0.813
DB01050,DB01032,0.285
DB00502,DB01032,0.171
DB01016,DB01032,0.157
DB00695,DB01032,0.765
DB00158,DB01032,0.345
DB00773,DB01032,0.345
DB00903,DB01032,0.38
DB00313,DB01032,0.341
DB00343,DB01032,0.15
DB00586,DB01032,0.171
DB00829,DB01032,0.214
DB00182,DB01032,0.151
DB01394,DB01032,0.668
DB00501,DB01032,0.543
DB00661,DB01032,0.507
DB00201,DB01032,0.315
DB00945,DB01032,0.21
DB01435,DB01032,0.191
DB00277,DB01032,0.202
DB00437,DB01032,0.828
DB00252,DB01032,0.21
DB00445,DB01032,0.38
DB00997,DB01032,0.38
DB00788,DB01032,0.565
DB00468,DB01032,0.342
DB00908,DB01032,0.342
DB00368,DB01032,0.278
DB00627,DB01032,0.424
DB01235,DB01032,0.302
DB00988,DB01032,0.479
DB00936,DB01032,0.573
DB00122,DB01032,0.172
DB00640,DB01032,0.259
DB03128,DB01032,0.232
DB00917,DB01032,0.268
DB00602,DB01032,0.169
DB01045,DB01032,0.21
DB00570,DB01032,0.326
DB00495,DB01032,0.458
DB00440,DB01032,0.399
DB00358,DB01032,0.208
DB00390,DB01032,0.384
DB00861,DB01032,0.378
DB00694,DB01032,0.516
DB00887,DB01032,0.388
DB00819,DB01032,0.258
DB04557,DB01032,0.192
DB01035,DB01032,0.282
DB00514,DB01032,0.231
DB00500,DB01032,0.313
DB00845,DB01032,0.16
DB00759,DB00396,0.4
DB00831,DB00396,0.155
DB00199,DB00396,0.42
DB00564,DB00396,0.371
DB00316,DB00396,0.261
DB00254,DB00396,0.528
DB00795,DB00396,0.164
DB01645,DB00396,0.473
DB04216,DB00396,0.15
DB00412,DB00396,0.384
DB00641,DB00396,0.166
DB00594,DB00396,0.297
DB00541,DB00396,0.377
DB00197,DB00396,0.414
DB00523,DB00396,0.632
DB00755,DB00396,0.632
DB01124,DB00396,0.18
DB00624,DB00396,0.975
DB00675,DB00396,0.931
DB00428,DB00396,0.393
DB00421,DB00396,0.685
DB00203,DB00396,0.214
DB00533,DB00396,0.151
DB00206,DB00396,0.215
DB00877,DB00396,0.425
DB00571,DB00396,0.33
DB03322,DB00396,0.33
DB00635,DB00396,0.444
DB00860,DB00396,0.388
DB00457,DB00396,0.188
DB00175,DB00396,0.232
DB01132,DB00396,0.265
DB01174,DB00396,0.543
DB01229,DB00396,0.41
DB01092,DB00396,0.31
DB01183,DB00396,0.491
DB00295,DB00396,0.368
DB00834,DB00396,0.977
DB00683,DB00396,0.269
DB01011,DB00396,0.509
DB00959,DB00396,0.277
DB00563,DB00396,0.423
DB00814,DB00396,0.151
DB00227,DB00396,0.223
DB00555,DB00396,0.174
DB01026,DB00396,0.413
DB01221,DB00396,0.382
DB00328,DB00396,0.589
DB00281,DB00396,0.182
DB01050,DB00396,0.214
DB00741,DB00396,0.968
DB00502,DB00396,0.313
DB01016,DB00396,0.214
DB00695,DB00396,0.264
DB00158,DB00396,0.408
DB00472,DB00396,0.437
DB00544,DB00396,0.371
DB00773,DB00396,0.205
DB00313,DB00396,0.372
DB00255,DB00396,0.993
DB00586,DB00396,0.157
DB00829,DB00396,0.401
DB00182,DB00396,0.334
DB00443,DB00396,0.393
DB01234,DB00396,0.393
DB00470,DB00396,0.3
DB01394,DB00396,0.332
DB00907,DB00396,0.545
DB00758,DB00396,0.242
DB00575,DB00396,0.299
DB00501,DB00396,0.242
DB00477,DB00396,0.21
DB00439,DB00396,0.396
DB00482,DB00396,0.215
DB00661,DB00396,0.433
DB00201,DB00396,0.492
DB00945,DB00396,0.593
DB01435,DB00396,0.187
DB00277,DB00396,0.23
DB00437,DB00396,0.375
DB00252,DB00396,0.319
DB00445,DB00396,0.515
DB00997,DB00396,0.515
DB00788,DB00396,0.278
DB00468,DB00396,0.343
DB00908,DB00396,0.343
DB00368,DB00396,0.748
DB00184,DB00396,0.405
DB01065,DB00396,0.651
DB00134,DB00396,0.488
DB00451,DB00396,0.648
DB00668,DB00396,0.574
DB01235,DB00396,0.247
DB00655,DB00396,0.941
DB00988,DB00396,0.728
DB00783,DB00396,0.991
DB00936,DB00396,0.212
DB00122,DB00396,0.405
DB00640,DB00396,0.405
DB03128,DB00396,0.493
DB00917,DB00396,0.674
DB01045,DB00396,0.377
DB00530,DB00396,0.154
DB00317,DB00396,0.299
DB00570,DB00396,0.219
DB00361,DB00396,0.155
DB01586,DB00396,0.296
DB00619,DB00396,0.177
DB00715,DB00396,0.208
DB01204,DB00396,0.16
DB00333,DB00396,0.15
DB00458,DB00396,0.268
DB01248,DB00396,0.448
DB00390,DB00396,0.315
DB01396,DB00396,0.154
DB01151,DB00396,0.203
DB00921,DB00396,0.22
DB00819,DB00396,0.154
DB04557,DB00396,0.588
DB00285,DB00396,0.172
DB01104,DB00396,0.291
DB00734,DB00396,0.151
DB00334,DB00396,0.157
DB00704,DB00396,0.266
DB01184,DB00396,0.257
DB00215,DB00396,0.216
DB01175,DB00396,0.216
DB00490,DB00396,0.216
DB01200,DB00396,0.698
DB00977,DB00396,0.793
DB00176,DB00396,0.214
DB01100,DB00396,0.279
DB00882,DB00396,0.829
DB01196,DB00396,0.398
DB00539,DB00396,0.272
DB00759,DB00206,0.339
DB00831,DB00206,0.348
DB01165,DB00206,0.274
DB00199,DB00206,0.275
DB00537,DB00206,0.33
DB00564,DB00206,0.195
DB00316,DB00206,0.152
DB00446,DB00206,0.154
DB04216,DB00206,0.215
DB00541,DB00206,0.312
DB00177,DB00206,0.174
DB00523,DB00206,0.259
DB00755,DB00206,0.259
DB00373,DB00206,0.15
DB00624,DB00206,0.162
DB00428,DB00206,0.242
DB00421,DB00206,0.176
DB00571,DB00206,0.815
DB03322,DB00206,0.815
DB01069,DB00206,0.218
DB00396,DB00206,0.215
DB01032,DB00206,0.307
DB00457,DB00206,0.655
DB00812,DB00206,0.169
DB01174,DB00206,0.316
DB01092,DB00206,0.472
DB01054,DB00206,0.23
DB01183,DB00206,0.452
DB00295,DB00206,0.53
DB01110,DB00206,0.163
DB00678,DB00206,0.208
DB00836,DB00206,0.164
DB01221,DB00206,0.294
DB00328,DB00206,0.342
DB00281,DB00206,0.186
DB00741,DB00206,0.19
DB00502,DB00206,0.894
DB00695,DB00206,0.274
DB00472,DB00206,0.567
DB00903,DB00206,0.161
DB00584,DB00206,0.232
DB00313,DB00206,0.156
DB01075,DB00206,0.23
DB00343,DB00206,0.216
DB00255,DB00206,0.336
DB00829,DB00206,0.412
DB00182,DB00206,0.878
DB00470,DB00206,0.164
DB01394,DB00206,0.23
DB00907,DB00206,0.847
DB00363,DB00206,0.33
DB00257,DB00206,0.15
DB00575,DB00206,0.693
DB00501,DB00206,0.282
DB00477,DB00206,0.808
DB01114,DB00206,0.187
DB00608,DB00206,0.321
DB00661,DB00206,0.54
DB00201,DB00206,0.385
DB00945,DB00206,0.274
DB00277,DB00206,0.283
DB00252,DB00206,0.197
DB00445,DB00206,0.181
DB00997,DB00206,0.181
DB00468,DB00206,0.387
DB00908,DB00206,0.387
DB00368,DB00206,0.883
DB00184,DB00206,0.423
DB00627,DB00206,0.152
DB01065,DB00206,0.19
DB00134,DB00206,0.172
DB00451,DB00206,0.195
DB00668,DB00206,0.651
DB01235,DB00206,0.695
DB00655,DB00206,0.17
DB00988,DB00206,0.853
DB00783,DB00206,0.213
DB00936,DB00206,0.176
DB00122,DB00206,0.296
DB01103,DB00206,0.15
DB00640,DB00206,0.423
DB03128,DB00206,0.567
DB00917,DB00206,0.15
DB01045,DB00206,0.172
DB00570,DB00206,0.364
DB01037,DB00206,0.372
DB00811,DB00206,0.192
DB00715,DB00206,0.379
DB01059,DB00206,0.299
DB00264,DB00206,0.206
DB00371,DB00206,0.194
DB00458,DB00206,0.788
DB00623,DB00206,0.299
DB00320,DB00206,0.21
DB00390,DB00206,0.158
DB01151,DB00206,0.845
DB00694,DB00206,0.178
DB00321,DB00206,0.581
DB00915,DB00206,0.326
DB00382,DB00206,0.172
DB01577,DB00206,0.462
DB04557,DB00206,0.212
DB00285,DB00206,0.333
DB01104,DB00206,0.285
DB00734,DB00206,0.186
DB00334,DB00206,0.369
DB01400,DB00206,0.151
DB00690,DB00206,0.177
DB00696,DB00206,0.217
DB01184,DB00206,0.22
DB00514,DB00206,0.155
DB01242,DB00206,0.478
DB00215,DB00206,0.412
DB01175,DB00206,0.412
DB00490,DB00206,0.339
DB00790,DB00206,0.21
DB01224,DB00206,0.173
DB00968,DB00206,0.67
DB00590,DB00206,0.155
DB01200,DB00206,0.402
DB00656,DB00206,0.333
DB00176,DB00206,0.333
DB01100,DB00206,0.599
DB00726,DB00206,0.384
DB01580,DB00206,0.15
DB00934,DB00206,0.511
DB00349,DB00206,0.359
DB00344,DB00206,0.5
DB00925,DB00206,0.215
DB00759,DB01586,0.227
DB00831,DB01586,0.193
DB00412,DB01586,0.189
DB00641,DB01586,0.294
DB01393,DB01586,0.33
DB00197,DB01586,0.176
DB00523,DB01586,0.3
DB00755,DB01586,0.3
DB00624,DB01586,0.265
DB00605,DB01586,0.319
DB00877,DB01586,0.222
DB00571,DB01586,0.153
DB03322,DB01586,0.153
DB00396,DB01586,0.296
DB00635,DB01586,0.277
DB00860,DB01586,0.259
DB00175,DB01586,0.413
DB01132,DB01586,0.153
DB01174,DB01586,0.189
DB00563,DB01586,0.645
DB00227,DB01586,0.438
DB01221,DB01586,0.151
DB01050,DB01586,0.347
DB00741,DB01586,0.239
DB01241,DB01586,0.151
DB00158,DB01586,0.245
DB00544,DB01586,0.15
DB00255,DB01586,0.38
DB01394,DB01586,0.314
DB00439,DB01586,0.335
DB00482,DB01586,0.32
DB00661,DB01586,0.158
DB00945,DB01586,0.357
DB00368,DB01586,0.91
DB00668,DB01586,0.9
DB00988,DB01586,0.9
DB00783,DB01586,0.307
DB00122,DB01586,0.153
DB00640,DB01586,0.907
DB00917,DB01586,0.914
DB01045,DB01586,0.333
DB00973,DB01586,0.454
DB00570,DB01586,0.182
DB00495,DB01586,0.151
DB00811,DB01586,0.176
DB00977,DB01586,0.194
DB00759,DB00495,0.157
DB01165,DB00495,0.32
DB00199,DB00495,0.294
DB00537,DB00495,0.236
DB01212,DB00495,0.282
DB00564,DB00495,0.208
DB00316,DB00495,0.34
DB00446,DB00495,0.151
DB00541,DB00495,0.333
DB00523,DB00495,0.232
DB00755,DB00495,0.232
DB00624,DB00495,0.151
DB00675,DB00495,0.27
DB00428,DB00495,0.328
DB01032,DB00495,0.458
DB00635,DB00495,0.373
DB00860,DB00495,0.273
DB01229,DB00495,0.375
DB00295,DB00495,0.479
DB00683,DB00495,0.209
DB00959,DB00495,0.209
DB00563,DB00495,0.495
DB00836,DB00495,0.187
DB00555,DB00495,0.152
DB01026,DB00495,0.376
DB00328,DB00495,0.167
DB00741,DB00495,0.243
DB00158,DB00495,0.347
DB00544,DB00495,0.357
DB00773,DB00495,0.276
DB00313,DB00495,0.271
DB00255,DB00495,0.281
DB01394,DB00495,0.215
DB00907,DB00495,0.259
DB00501,DB00495,0.241
DB00608,DB00495,0.157
DB00439,DB00495,0.172
DB00201,DB00495,0.191
DB00945,DB00495,0.156
DB01435,DB00495,0.174
DB00437,DB00495,0.258
DB00252,DB00495,0.219
DB00445,DB00495,0.394
DB00997,DB00495,0.394
DB00468,DB00495,0.26
DB00908,DB00495,0.26
DB00184,DB00495,0.179
DB00134,DB00495,0.278
DB00987,DB00495,0.664
DB00936,DB00495,0.198
DB00122,DB00495,0.175
DB00640,DB00495,0.654
DB01045,DB00495,0.598
DB01211,DB00495,0.348
DB00570,DB00495,0.294
DB01586,DB00495,0.151
DB00440,DB00495,0.344
DB00619,DB00495,0.191
DB00811,DB00495,0.713
DB01204,DB00495,0.171
DB00333,DB00495,0.437
DB01043,DB00495,0.231
DB01248,DB00495,0.174
DB00390,DB00495,0.203
DB00921,DB00495,0.223
DB00915,DB00495,0.291
DB00518,DB00495,0.155
DB01167,DB00495,0.209
DB00759,DB00594,0.233
DB00831,DB00594,0.284
DB00254,DB00594,0.165
DB01645,DB00594,0.292
DB04216,DB00594,0.191
DB00412,DB00594,0.319
DB00177,DB00594,0.173
DB00197,DB00594,0.255
DB00373,DB00594,0.294
DB00421,DB00594,0.832
DB00203,DB00594,0.19
DB00571,DB00594,0.384
DB03322,DB00594,0.384
DB00396,DB00594,0.297
DB01032,DB00594,0.239
DB00457,DB00594,0.443
DB01174,DB00594,0.29
DB01229,DB00594,0.238
DB01092,DB00594,0.961
DB01054,DB00594,0.218
DB00959,DB00594,0.168
DB00678,DB00594,0.33
DB00555,DB00594,0.454
DB01221,DB00594,0.15
DB00328,DB00594,0.598
DB00281,DB00594,0.517
DB01050,DB00594,0.31
DB00741,DB00594,0.424
DB01016,DB00594,0.343
DB00695,DB00594,0.934
DB00903,DB00594,0.734
DB00584,DB00594,0.292
DB00343,DB00594,0.459
DB01394,DB00594,0.474
DB00257,DB00594,0.156
DB00575,DB00594,0.354
DB00501,DB00594,0.438
DB00477,DB00594,0.401
DB00608,DB00594,0.173
DB00661,DB00594,0.558
DB00201,DB00594,0.32
DB00542,DB00594,0.269
DB00945,DB00594,0.216
DB00277,DB00594,0.415
DB00252,DB00594,0.46
DB00140,DB00594,0.256
DB00468,DB00594,0.725
DB00908,DB00594,0.725
DB00368,DB00594,0.461
DB00184,DB00594,0.256
DB00134,DB00594,0.209
DB00668,DB00594,0.498
DB00988,DB00594,0.298
DB00122,DB00594,0.604
DB01103,DB00594,0.242
DB00640,DB00594,0.437
DB03128,DB00594,0.394
DB00917,DB00594,0.3
DB01388,DB00594,0.284
DB00570,DB00594,0.293
DB00440,DB00594,0.155
DB00401,DB00594,0.152
DB00264,DB00594,0.194
DB00458,DB00594,0.15
DB00320,DB00594,0.562
DB00390,DB00594,0.21
DB00887,DB00594,0.92
DB01244,DB00594,0.293
DB01118,DB00594,0.448
DB00819,DB00594,0.725
DB04557,DB00594,0.476
DB01182,DB00594,0.391
DB01035,DB00594,0.443
DB00966,DB00594,0.151
DB00790,DB00594,0.271
DB00178,DB00594,0.175
DB00968,DB00594,0.33
DB00590,DB00594,0.22
DB00280,DB00594,0.391
DB01100,DB00594,0.154
DB01580,DB00594,0.153
DB00759,DB00412,0.15
DB00199,DB00412,0.19
DB00254,DB00412,0.162
DB01645,DB00412,0.154
DB04216,DB00412,0.155
DB00559,DB00412,0.157
DB00641,DB00412,0.523
DB01393,DB00412,0.521
DB00594,DB00412,0.319
DB00177,DB00412,0.549
DB00197,DB00412,0.947
DB00523,DB00412,0.609
DB00755,DB00412,0.609
DB01124,DB00412,0.434
DB00624,DB00412,0.374
DB00675,DB00412,0.261
DB00605,DB00412,0.153
DB00428,DB00412,0.587
DB00421,DB00412,0.31
DB00203,DB00412,0.27
DB00533,DB00412,0.452
DB00877,DB00412,0.405
DB00396,DB00412,0.384
DB00175,DB00412,0.395
DB01132,DB00412,0.996
DB01174,DB00412,0.155
DB01229,DB00412,0.323
DB00834,DB00412,0.216
DB00563,DB00412,0.15
DB00227,DB00412,0.208
DB00678,DB00412,0.433
DB01026,DB00412,0.172
DB01221,DB00412,0.206
DB00328,DB00412,0.38
DB01050,DB00412,0.454
DB00741,DB00412,0.39
DB01016,DB00412,0.81
DB01241,DB00412,0.594
DB00695,DB00412,0.153
DB00158,DB00412,0.171
DB00584,DB00412,0.214
DB00313,DB00412,0.177
DB00255,DB00412,0.409
DB00443,DB00412,0.168
DB01234,DB00412,0.168
DB00115,DB00412,0.164
DB00907,DB00412,0.255
DB00758,DB00412,0.29
DB00439,DB00412,0.637
DB00482,DB00412,0.484
DB00945,DB00412,0.434
DB00445,DB00412,0.208
DB00997,DB00412,0.208
DB00368,DB00412,0.916
DB00184,DB00412,0.284
DB00627,DB00412,0.425
DB00134,DB00412,0.321
DB00451,DB00412,0.154
DB00668,DB00412,0.91
DB00988,DB00412,0.307
DB00783,DB00412,0.331
DB00122,DB00412,0.387
DB00640,DB00412,0.311
DB03128,DB00412,0.933
DB00917,DB00412,0.92
DB01261,DB00412,0.765
DB01268,DB00412,0.151
DB00398,DB00412,0.173
DB00530,DB00412,0.294
DB00973,DB00412,0.32
DB01098,DB00412,0.472
DB00317,DB00412,0.179
DB00914,DB00412,0.435
DB00361,DB00412,0.26
DB01586,DB00412,0.189
DB00619,DB00412,0.236
DB01043,DB00412,0.175
DB01095,DB00412,0.208
DB00390,DB00412,0.217
DB01136,DB00412,0.151
DB04557,DB00412,0.945
DB01104,DB00412,0.255
DB00966,DB00412,0.5
DB00790,DB00412,0.216
DB00519,DB00412,0.172
DB00178,DB00412,0.589
DB01200,DB00412,0.195
DB00882,DB00412,0.322
DB00672,DB00412,0.272
DB00759,DB04216,0.151
DB00316,DB04216,0.295
DB00554,DB04216,0.201
DB00795,DB04216,0.222
DB01645,DB04216,0.931
DB00412,DB04216,0.155
DB00594,DB04216,0.191
DB00541,DB04216,0.227
DB00523,DB04216,0.3
DB00755,DB04216,0.3
DB00624,DB04216,0.313
DB00675,DB04216,0.29
DB00605,DB04216,0.579
DB00428,DB04216,0.408
DB00206,DB04216,0.215
DB00877,DB04216,0.366
DB00396,DB04216,0.15
DB01174,DB04216,0.171
DB01229,DB04216,0.369
DB01092,DB04216,0.183
DB00227,DB04216,0.151
DB00836,DB04216,0.202
DB01026,DB04216,0.21
DB01221,DB04216,0.155
DB00328,DB04216,0.358
DB01050,DB04216,0.157
DB01016,DB04216,0.209
DB00158,DB04216,0.342
DB00544,DB04216,0.286
DB00773,DB04216,0.23
DB00903,DB04216,0.271
DB01075,DB04216,0.207
DB00255,DB04216,0.524
DB00586,DB04216,0.21
DB00115,DB04216,0.232
DB01394,DB04216,0.233
DB00608,DB04216,0.394
DB00439,DB04216,0.444
DB00661,DB04216,0.347
DB00201,DB04216,0.367
DB00945,DB04216,0.401
DB00277,DB04216,0.269
DB00437,DB04216,0.21
DB00445,DB04216,0.552
DB00997,DB04216,0.552
DB00140,DB04216,0.339
